Cropland,ID,VH,VV,date,location,x,y
0,158,-27.699285094267164,-16.550643922659816,2018-01-01,Orenburg,54.90007182876549,52.013226534331366
0,159,-21.08443392324847,-13.329378855583446,2018-01-01,Orenburg,54.156912762684534,51.67779617289187
0,160,-28.15120099572672,-17.090892929367538,2018-01-01,Orenburg,55.92529682935585,51.84168376523475
0,161,-23.404882729577768,-15.832526538730134,2018-01-01,Orenburg,55.671960241024415,51.73979272412426
0,162,-28.930649767753092,-18.081671040442185,2018-01-01,Orenburg,55.391948412187396,51.03767611425214
0,163,-29.020507094096622,-16.995511897955733,2018-01-01,Orenburg,54.81790588882854,51.18255087148986
1,164,-30.477131565931835,-19.05127349136855,2018-01-01,Orenburg,55.098453329412244,51.60570689719602
0,165,-29.425815854866194,-17.011276998155296,2018-01-01,Orenburg,55.90973056132639,51.07479120587585
0,166,-25.11671233016675,-16.01221988263207,2018-01-01,Orenburg,55.475793833391535,51.83971123282552
0,167,-28.458641422788684,-16.350790545521097,2018-01-01,Orenburg,54.83920012485558,51.475002496219496
0,168,-26.560238347312943,-16.355632856676333,2018-01-01,Orenburg,54.09200528404351,50.99673554547896
0,169,-27.158492627105613,-14.649884740295374,2018-01-01,Orenburg,55.71092116802201,51.8296918021362
0,170,-19.96713310657885,-12.413009320608598,2018-01-01,Orenburg,54.94834765817465,51.161176700556084
0,171,-29.2406619259534,-17.119662694399032,2018-01-01,Orenburg,54.195668321302,51.26452857583906
0,172,-26.067568118456702,-14.952773092018017,2018-01-01,Orenburg,54.94694354156113,51.327074744033425
0,173,-25.73324579166179,-14.512568582803427,2018-01-01,Orenburg,54.867703298475945,51.92214063493891
0,174,-27.270034381349433,-16.00202631050221,2018-01-01,Orenburg,54.09060801954409,51.9937485036919
0,175,-27.680626397604897,-16.168739487642146,2018-01-01,Orenburg,54.74922522925294,51.004390020662484
0,176,-28.27189390138509,-16.288162214316586,2018-01-01,Orenburg,55.251719831428474,51.19077003464009
0,177,-29.21841972872265,-18.23872685383871,2018-01-01,Orenburg,55.71297968237664,51.499920940798354
0,178,-27.19550893944417,-16.804589812454875,2018-01-01,Orenburg,54.32586885416286,51.79610857888143
0,179,-29.90972587563695,-19.179723214305792,2018-01-01,Orenburg,55.88046048284991,51.129682266525236
0,180,-29.44750809867038,-17.12847140078892,2018-01-01,Orenburg,54.776339852413045,51.551055233390024
0,181,-28.934936938822503,-17.030532399927655,2018-01-01,Orenburg,54.91650578098303,51.04878053865516
1,182,-27.54961101063189,-16.991283995498126,2018-01-01,Orenburg,54.77220527560155,51.11928066261643
0,183,-26.24174268530338,-14.814265377014566,2018-01-01,Orenburg,54.39158226957859,51.723571242027035
0,184,-24.900944949442273,-15.701675540076746,2018-01-01,Orenburg,54.13872260175033,51.89223092426727
0,185,-28.924669171270274,-16.92218758851912,2018-01-01,Orenburg,54.188885921511854,51.28799908647803
0,186,-28.297598904856127,-17.256615328097453,2018-01-01,Orenburg,55.689750621938906,51.4319444576948
0,187,-26.563085524836545,-13.502971984364281,2018-01-01,Orenburg,54.04654387147165,51.317847883820306
0,188,-27.786799143244338,-16.825621655008927,2018-01-01,Orenburg,55.3934743307283,51.34378548719746
0,189,-28.351110813167676,-16.973066119435394,2018-01-01,Orenburg,55.47014208760777,51.59983217074638
0,190,-26.393426380870146,-14.991297449461156,2018-01-01,Orenburg,54.56406914514261,51.30549221570375
0,191,-26.616664271533942,-15.539687500832086,2018-01-01,Orenburg,55.98101028400135,51.44453386371132
0,192,-25.427887664732076,-15.969514962866699,2018-01-01,Orenburg,54.825235353822855,51.71139293621257
0,193,-25.952261661627773,-14.683157947243739,2018-01-01,Orenburg,54.74403617158556,51.660439729133984
0,194,-28.128980222739678,-16.0102015516931,2018-01-01,Orenburg,54.68160708050603,51.33617027314129
0,195,-24.95454017489059,-14.132718188555785,2018-01-01,Orenburg,54.85798805475004,51.79267163704224
0,196,-28.82234002834516,-17.992873409343225,2018-01-01,Orenburg,55.65291493221548,51.16608312193939
0,197,-27.744094575882556,-16.559938513652657,2018-01-01,Orenburg,55.791046456992405,51.78534342215395
0,198,-28.139479119873315,-16.415834398651818,2018-01-01,Orenburg,54.77840335746833,51.63488712347688
1,199,-26.623324521208744,-14.764716922923837,2018-01-01,Orenburg,54.63862727518083,51.18058988502962
1,200,-29.013003975640775,-17.795042768795508,2018-01-01,Orenburg,55.901214293875114,51.248297815698265
0,201,-27.715628478130927,-18.4774910425326,2018-01-01,Orenburg,55.2636744243396,51.10409436170396
1,202,-24.685315998928676,-13.986395670859041,2018-01-01,Orenburg,54.65732909073983,51.896906613924315
0,203,-29.824452864874168,-17.986317234673447,2018-01-01,Orenburg,55.34503691215408,51.527211588319524
0,204,-21.676325640602137,-14.117431516994133,2018-01-01,Orenburg,55.5831580874517,51.73693595179583
1,205,-25.697487850002794,-13.49737182771701,2018-01-01,Orenburg,54.18241220609738,51.789104453788184
0,206,-27.93223326542714,-16.048330038515903,2018-01-01,Orenburg,54.988840609405166,51.59971051189463
0,207,-27.882670200528988,-16.6411924085295,2018-01-01,Orenburg,55.7754083655166,51.083268429321734
0,208,-28.47326628471495,-15.904593280847191,2018-01-01,Orenburg,54.70183002510416,51.2669564396523
0,209,-29.05878830359157,-16.910990559067134,2018-01-01,Orenburg,55.52302126343494,51.6698604735986
0,210,-22.943011068508202,-13.332607416751785,2018-01-01,Orenburg,55.23643612663252,51.9688043614071
0,211,-29.375365785081463,-19.18616062240373,2018-01-01,Orenburg,54.20224535224558,51.05138036460537
0,212,-29.346247147939312,-19.364738469879086,2018-01-01,Orenburg,55.64372011858071,51.828597613121
0,213,-28.56385862716401,-17.128253439623975,2018-01-01,Orenburg,54.1626975612838,51.15303295102851
0,214,-30.01340516565907,-18.309222844528524,2018-01-01,Orenburg,55.97327915700235,51.10835600503159
0,215,-27.015779431864235,-14.212191922188358,2018-01-01,Orenburg,54.74854159151224,51.302840776703725
0,216,-27.28862528153205,-16.012896815945837,2018-01-01,Orenburg,54.741284294133784,51.6594836074144
1,217,-27.030375498788022,-15.714105070552167,2018-01-01,Orenburg,55.506756370517884,51.80003728369621
0,218,-19.90714053731813,-12.204651108870728,2018-01-01,Orenburg,54.752519171061834,51.74778015512503
0,219,-27.029478042917017,-16.647521534193157,2018-01-01,Orenburg,54.16700143339734,51.194826204340615
0,220,-28.76836228160177,-17.960422095112406,2018-01-01,Orenburg,55.55429383185487,51.20103372086731
1,221,-29.27185524574615,-17.38633373743482,2018-01-01,Orenburg,55.11680849947161,51.33007334909251
0,222,-27.697372775598062,-16.852189023167938,2018-01-01,Orenburg,55.812708770189474,51.82882389184992
0,223,-26.259352835305453,-16.336448008775086,2018-01-01,Orenburg,54.022707289534836,51.03783541056568
0,224,-27.891442396690298,-15.798126150520163,2018-01-01,Orenburg,54.23763583253614,51.47606723285274
0,225,-29.364087493711388,-19.160360245031,2018-01-01,Orenburg,55.29842060423213,51.20630421893278
0,226,-26.858993322001417,-15.34088453811138,2018-01-01,Orenburg,54.571424172563724,51.43809181036849
0,227,-24.558777187132748,-15.388453690167472,2018-01-01,Orenburg,54.44719167703891,51.1328092805938
1,228,-27.04918076848831,-16.059753166236273,2018-01-01,Orenburg,54.02430894937963,51.327342330725294
0,229,-24.513304351519608,-13.750945781633636,2018-01-01,Orenburg,55.93975765341528,51.873659478649515
1,230,-26.09724751973253,-13.558961821515886,2018-01-01,Orenburg,54.08631982390115,51.4651441944205
0,231,-27.747939607186094,-16.81206526515902,2018-01-01,Orenburg,54.1475931294708,51.19015586140051
0,232,-30.303831745381945,-19.628344360076674,2018-01-01,Orenburg,55.9386050712382,50.992732494402475
0,233,-26.455405690819823,-15.217382320453886,2018-01-01,Orenburg,55.0461956883403,51.19368569783378
0,234,-28.165287851429625,-16.855717564264648,2018-01-01,Orenburg,55.39149737796924,51.541824407491646
0,235,-30.368465714223603,-18.795974779069997,2018-01-01,Orenburg,55.1686286238462,51.45637751240721
0,236,-28.764816248968103,-17.23280249821071,2018-01-01,Orenburg,55.802316020981976,50.9909826324124
0,237,-24.90671636695147,-13.147746204491943,2018-01-01,Orenburg,54.09089276068291,51.376804792855474
0,238,-26.73829693850388,-16.09281411474879,2018-01-01,Orenburg,55.78052756778183,51.6382046353484
0,239,-27.90227194805152,-15.704583395520665,2018-01-01,Orenburg,54.91131350557143,51.59883175793796
0,240,-26.45710280896908,-16.755604126648727,2018-01-01,Orenburg,55.2159946933436,51.3761869331265
0,241,-27.185280309921474,-16.80509151265505,2018-01-01,Orenburg,54.37624231944752,51.18046133373817
0,242,-11.449162340992094,-7.494417302090702,2018-01-01,Orenburg,55.16731222370174,51.83462715092448
0,243,-18.72919407540282,-11.711719204694495,2018-01-01,Orenburg,55.94878961533233,51.90047470764161
1,244,-27.227189430031032,-16.131056635016478,2018-01-01,Orenburg,54.14390460068881,52.9618791999298
1,245,-26.10821919714919,-14.44686884255189,2018-01-01,Orenburg,54.82684913130993,52.435522407310714
0,246,-27.498821154502966,-15.950590622997643,2018-01-01,Orenburg,54.376890479052065,52.384226421767096
1,247,-27.719299454910168,-11.083226202855053,2018-01-01,Orenburg,55.118932340690435,52.88834173182221
0,248,-25.980002562300307,-15.88613960489885,2018-01-01,Orenburg,54.711755982065256,52.95446117141785
1,249,-24.51387022230953,-14.39941562268954,2018-01-01,Orenburg,54.14035675528061,52.88712125654121
1,250,-28.194965003235996,-18.502682497479228,2018-01-01,Orenburg,55.66716049138972,52.27539824025973
1,251,-27.633580506214432,-14.183612247430093,2018-01-01,Orenburg,54.233073186060096,52.10500961012809
0,252,-25.089519914080864,-14.018933422294399,2018-01-01,Orenburg,55.00036971683204,52.68165876775237
0,253,-27.108179213751978,-16.61745152454352,2018-01-01,Orenburg,54.93562725551948,51.99012938521673
1,254,-23.757910836457974,-13.362899249386311,2018-01-01,Orenburg,55.48430138074377,52.5423955661538
0,255,-25.92099755157592,-14.625955616920571,2018-01-01,Orenburg,54.97296368742883,52.50483853959946
0,256,-26.27166472291022,-17.021248027778498,2018-01-01,Orenburg,54.17525497677332,52.70288423284137
0,257,-29.016902676791776,-17.59853242799314,2018-01-01,Orenburg,55.81907224182555,52.36958836352011
1,258,-27.689966392679338,-14.946763440442194,2018-01-01,Orenburg,55.40074034447366,52.84814436936523
0,259,-27.58421649318222,-16.28633322840813,2018-01-01,Orenburg,54.79290814225158,52.15491281990876
1,260,-26.46824152132055,-14.776751874354371,2018-01-01,Orenburg,55.27072050788024,52.155169779194125
0,261,-28.207536985292197,-17.34871952872911,2018-01-01,Orenburg,54.592653724295644,52.03440006550744
1,262,-27.744217637277593,-16.03235603867072,2018-01-01,Orenburg,54.48328527475297,52.64976905032506
1,263,-24.172737958671334,-13.971282810039702,2018-01-01,Orenburg,55.14652154215196,52.4248101185251
0,264,-24.18160391510484,-13.630047976404583,2018-01-01,Orenburg,55.0855060247012,52.445740363433174
0,265,-19.0794903103143,-12.084132077492088,2018-01-01,Orenburg,55.90871575840333,52.72966977111889
0,266,-24.203196062956003,-13.476552027363335,2018-01-01,Orenburg,55.24773106391132,52.725036183211216
1,267,-26.972255903881003,-15.025564560475315,2018-01-01,Orenburg,54.167525064596646,52.45746299489929
0,268,-27.78050069258212,-16.799729715208382,2018-01-01,Orenburg,55.12777363085283,52.51411916837185
0,269,-26.959820240242745,-15.506454145982136,2018-01-01,Orenburg,54.41720451267969,52.512288764415416
1,270,-30.43358958896198,-18.37081676514629,2018-01-01,Orenburg,54.232349453890436,52.246937870039915
0,271,-27.67121485525094,-16.617989003483373,2018-01-01,Orenburg,54.18726730013793,52.87601197204265
1,272,-24.73857378850739,-14.741302849581032,2018-01-01,Orenburg,55.579957906087486,52.13662425895143
0,273,-20.305436304683617,-13.320365484266768,2018-01-01,Orenburg,55.77844410010192,52.73972896153214
